OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,OrderYear,OrderMonth,OrderMonthName
502007,108281,2026-05-22,2003,2.0,0.15,Gateway,Returned,2026.0,5.0,May
502008,109672,2025-04-27,2017,5.0,0.1,,Completed,2025.0,4.0,April
502009,106748,2024-08-30,2014,5.0,0.15,Wallet,Completed,2024.0,8.0,August
502010,107425,2025-11-04,2001,5.0,0.1,Cash,Completed,2025.0,11.0,November
502011,100017,2026-06-12,2008,3.0,0.1,Wallet,Completed,2026.0,6.0,June
502012,101677,2026-03-05,2014,3.0,0.1,Gateway,Completed,2026.0,3.0,March
502013,102576,2024-09-11,2020,1.0,0.05,Cash,Completed,2024.0,9.0,September
502014,104578,2024-10-26,2015,2.0,0.05,Gateway,Completed,2024.0,10.0,October
502015,102368,2025-10-14,2007,4.0,0.05,Gateway,Completed,2025.0,10.0,October
502016,104217,2025-05-31,2016,1.0,0.0,Wallet,Completed,2025.0,5.0,May
502017,105322,2024-01-11,2017,1.0,0.3,Cash,Completed,2024.0,1.0,January
502018,103916,2024-05-02,2004,1.0,0.0,Cash,Completed,2024.0,5.0,May
502019,107103,2024-03-15,2018,1.0,0.2,CardToCard,Completed,2024.0,3.0,March
502020,106744,2024-06-03,2007,3.0,0.15,Wallet,Completed,2024.0,6.0,June
502021,103991,2024-09-20,2004,2.0,0.05,Gateway,Completed,2024.0,9.0,September
502022,101295,2026-05-20,2018,1.0,0.1,CardToCard,Completed,2026.0,5.0,May
502023,109865,2025-08-07,2013,1.0,0.15,Gateway,Returned,2025.0,8.0,August
502024,104409,2024-02-17,2017,1.0,0.0,CardToCard,Completed,2024.0,2.0,February
502025,103971,2025-06-08,2008,1.0,0.2,Wallet,Completed,2025.0,6.0,June
502026,105393,2025-01-12,2011,3.0,0.2,CardToCard,Completed,2025.0,1.0,January
502027,107113,2025-10-13,2020,4.0,0.0,Gateway,Returned,2025.0,10.0,October
502028,106228,2026-02-03,2013,1.0,0.1,CardToCard,Completed,2026.0,2.0,February
502029,108651,2024-02-26,2017,1.0,0.1,Cash,Completed,2024.0,2.0,February
502030,101504,2026-06-05,2017,2.0,0.2,Gateway,Completed,2026.0,6.0,June
502031,106787,2024-02-20,2011,1.0,0.0,CardToCard,Completed,2024.0,2.0,February
502032,108315,2025-09-24,2020,1.0,0.0,,Returned,2025.0,9.0,September
502033,107073,2026-02-27,2015,2.0,0.15,Gateway,Completed,2026.0,2.0,February
502034,105566,2025-10-11,2005,1.0,0.05,Wallet,Completed,2025.0,10.0,October
502035,103287,2024-05-10,2010,3.0,0.1,Gateway,Completed,2024.0,5.0,May
502036,109586,2024-06-28,2009,3.0,0.05,Gateway,Completed,2024.0,6.0,June
502037,107449,2024-02-05,2007,1.0,0.1,Cash,Returned,2024.0,2.0,February
502038,103674,2024-04-23,2010,1.0,0.3,Gateway,Returned,2024.0,4.0,April
502039,109810,2024-02-22,2015,1.0,0.0,Gateway,Completed,2024.0,2.0,February
502040,109150,2024-02-16,2011,1.0,0.1,Gateway,Completed,2024.0,2.0,February
502041,104096,2025-04-30,2017,2.0,0.0,Gateway,Completed,2025.0,4.0,April
502042,100970,2024-03-07,2011,4.0,0.0,Gateway,Completed,2024.0,3.0,March
502043,102134,2025-01-02,2007,2.0,0.05,CardToCard,Completed,2025.0,1.0,January
502044,109711,2025-09-05,2014,5.0,0.0,Wallet,Completed,2025.0,9.0,September
502045,109585,2024-01-14,2004,2.0,0.15,CardToCard,Completed,2024.0,1.0,January
502046,107771,2025-07-06,2010,3.0,0.2,Gateway,Completed,2025.0,7.0,July
502047,101336,2025-10-16,2015,2.0,0.15,Gateway,Completed,2025.0,10.0,October
502048,104345,2025-04-08,2017,1.0,0.2,Gateway,Completed,2025.0,4.0,April
502049,106024,2025-02-15,2003,3.0,0.1,Gateway,Completed,2025.0,2.0,February
502050,100759,2025-09-23,2017,2.0,0.2,Gateway,Completed,2025.0,9.0,September
502051,105907,2025-04-02,2013,2.0,0.15,Gateway,Completed,2025.0,4.0,April
502052,108053,2025-03-16,2003,1.0,0.0,CardToCard,Completed,2025.0,3.0,March
502053,108098,2025-11-23,2001,3.0,0.0,Gateway,Completed,2025.0,11.0,November
502054,104218,2025-12-24,2007,1.0,0.0,Gateway,Completed,2025.0,12.0,December
502055,107275,2024-11-14,2008,2.0,0.2,Wallet,Completed,2024.0,11.0,November
502056,106332,2024-12-25,2004,1.0,0.0,Gateway,Completed,2024.0,12.0,December
502057,104200,2025-11-22,2001,1.0,0.0,Gateway,Completed,2025.0,11.0,November
502058,104387,2025-04-15,2008,1.0,0.1,CardToCard,Completed,2025.0,4.0,April
502059,107789,2025-08-16,2018,2.0,0.1,Gateway,Completed,2025.0,8.0,August
502060,102267,2024-03-06,2018,1.0,0.2,Wallet,Completed,2024.0,3.0,March
502061,108518,2024-03-23,2008,4.0,0.0,Gateway,Completed,2024.0,3.0,March
502062,100788,2025-04-04,2017,3.0,0.05,Gateway,Completed,2025.0,4.0,April
502063,102248,2025-12-08,2002,2.0,0.05,Gateway,Completed,2025.0,12.0,December
502064,109880,2024-09-30,2017,4.0,0.15,CardToCard,Completed,2024.0,9.0,September
502065,106373,2026-05-11,2010,3.0,0.0,Cash,Completed,2026.0,5.0,May
502066,102547,2025-10-18,2002,1.0,0.3,Wallet,Completed,2025.0,10.0,October
502067,100771,2025-11-06,2001,1.0,0.0,Gateway,Completed,2025.0,11.0,November
502068,104511,2025-12-21,2001,3.0,0.15,Gateway,Completed,2025.0,12.0,December
502069,108935,2024-08-08,2006,2.0,0.0,Gateway,Completed,2024.0,8.0,August
502070,105711,2024-10-12,2010,1.0,0.1,Gateway,Completed,2024.0,10.0,October
502071,100653,2024-04-12,2014,1.0,0.1,Gateway,Completed,2024.0,4.0,April
502072,107805,2024-11-24,2011,1.0,0.0,Gateway,Completed,2024.0,11.0,November
502073,104989,2024-02-01,2009,2.0,0.05,Cash,Completed,2024.0,2.0,February
502074,102740,2025-10-11,2004,1.0,0.15,Cash,Completed,2025.0,10.0,October
502075,105139,2025-11-24,2012,2.0,0.1,Wallet,Completed,2025.0,11.0,November
502076,107671,2024-07-03,2020,1.0,0.15,Wallet,Completed,2024.0,7.0,July
502077,107521,2025-02-27,2018,1.0,0.05,Wallet,Completed,2025.0,2.0,February
502078,101252,2025-08-03,2007,1.0,0.05,CardToCard,Completed,2025.0,8.0,August
502079,102066,2025-10-03,2008,1.0,0.0,Gateway,Completed,2025.0,10.0,October
502080,108175,2026-05-23,2008,3.0,0.15,CardToCard,Completed,2026.0,5.0,May
502081,103007,2024-06-22,2011,1.0,0.1,Gateway,Completed,2024.0,6.0,June
502082,109039,2024-08-01,2008,1.0,0.15,CardToCard,Completed,2024.0,8.0,August
502083,101331,2026-01-07,2004,2.0,0.15,Cash,Completed,2026.0,1.0,January
502084,109033,2024-03-24,2004,2.0,0.1,CardToCard,Completed,2024.0,3.0,March
502085,104962,2025-11-09,2016,1.0,0.0,Wallet,Completed,2025.0,11.0,November
502086,100428,2024-04-25,2009,1.0,0.2,CardToCard,Completed,2024.0,4.0,April
502087,101215,2025-02-05,2003,3.0,0.1,Cash,Completed,2025.0,2.0,February
502088,104981,2025-05-26,2010,1.0,0.15,Wallet,Completed,2025.0,5.0,May
502089,100900,2025-10-25,2013,2.0,0.1,Gateway,Completed,2025.0,10.0,October
502090,108901,2024-04-09,2003,1.0,0.05,Gateway,Completed,2024.0,4.0,April
502091,100168,2025-12-13,2020,4.0,0.05,Wallet,Completed,2025.0,12.0,December
502092,107928,2026-01-04,2003,1.0,0.0,Gateway,Cancelled,2026.0,1.0,January
502093,108722,2025-11-16,2009,2.0,0.1,Wallet,Completed,2025.0,11.0,November
502094,108809,2026-04-12,2001,1.0,0.0,Gateway,Completed,2026.0,4.0,April
502095,101970,2026-01-23,2015,2.0,0.0,Gateway,Completed,2026.0,1.0,January
502096,107157,2025-10-25,2003,3.0,0.0,Gateway,Completed,2025.0,10.0,October
502097,107156,2025-05-15,2013,1.0,0.1,CardToCard,Completed,2025.0,5.0,May
502098,108517,2025-11-29,2005,1.0,0.1,Gateway,Completed,2025.0,11.0,November
502099,107643,2026-05-30,2009,1.0,0.1,,Completed,2026.0,5.0,May
502100,100601,2025-07-04,2014,1.0,0.0,Wallet,Completed,2025.0,7.0,July
502101,106588,2024-07-28,2019,3.0,0.05,Gateway,Cancelled,2024.0,7.0,July
502102,101978,2024-08-02,2003,1.0,0.05,Gateway,Completed,2024.0,8.0,August
502103,100707,2025-11-18,2016,1.0,0.05,Cash,Completed,2025.0,11.0,November
502104,107239,2026-06-17,2004,3.0,0.0,Wallet,Completed,2026.0,6.0,June
502105,104173,2024-06-30,2001,1.0,0.0,Gateway,Completed,2024.0,6.0,June
502106,108139,2026-05-23,2017,2.0,0.05,Gateway,Completed,2026.0,5.0,May
502107,107291,2024-08-19,2006,1.0,0.0,CardToCard,Completed,2024.0,8.0,August
502108,101829,2024-12-22,2015,2.0,0.1,Gateway,Completed,2024.0,12.0,December
502109,103461,2026-03-06,2017,2.0,0.15,Gateway,Completed,2026.0,3.0,March
502110,108047,2026-05-13,2012,1.0,0.1,Gateway,Completed,2026.0,5.0,May
502111,105426,2025-05-04,2007,2.0,0.0,Gateway,Completed,2025.0,5.0,May
502112,102285,2026-04-28,2003,3.0,0.0,Gateway,Completed,2026.0,4.0,April
502113,107262,2025-12-28,2003,2.0,0.0,Gateway,Completed,2025.0,12.0,December
502114,106644,2026-01-18,2013,1.0,0.0,Wallet,Completed,2026.0,1.0,January
502115,108953,2026-01-20,2008,2.0,0.1,Wallet,Returned,2026.0,1.0,January
502116,105178,2024-11-29,2013,4.0,0.0,Gateway,Completed,2024.0,11.0,November
502117,108104,2024-01-27,2002,1.0,0.15,Cash,Completed,2024.0,1.0,January
502118,107694,2024-05-22,2004,1.0,0.15,Gateway,Completed,2024.0,5.0,May
502119,102276,2024-03-05,2003,3.0,0.0,Gateway,Completed,2024.0,3.0,March
502120,104329,2024-07-28,2018,1.0,0.1,,Completed,2024.0,7.0,July
502121,104691,2024-02-17,2004,1.0,,Gateway,Completed,2024.0,2.0,February
502122,102031,2024-08-27,2001,2.0,0.1,Gateway,Completed,2024.0,8.0,August
502123,105847,2025-05-23,2002,1.0,0.0,Wallet,Completed,2025.0,5.0,May
502124,108224,2024-05-02,2010,1.0,0.0,Gateway,Completed,2024.0,5.0,May
502125,100698,2024-09-29,2001,4.0,0.0,Cash,Completed,2024.0,9.0,September
502126,109268,2024-07-12,2005,1.0,0.15,CardToCard,Cancelled,2024.0,7.0,July
502127,108281,2024-03-23,2011,1.0,0.0,CardToCard,Completed,2024.0,3.0,March
502128,106243,2025-08-07,2002,1.0,0.15,Cash,Completed,2025.0,8.0,August
502129,108750,2026-02-15,2008,1.0,0.15,Wallet,Completed,2026.0,2.0,February
502130,108647,2025-09-10,2015,1.0,0.1,Wallet,Completed,2025.0,9.0,September
502131,109570,2025-08-14,2014,1.0,0.3,Gateway,Completed,2025.0,8.0,August
502132,100221,2026-06-09,2003,2.0,0.1,Wallet,Completed,2026.0,6.0,June
502133,109041,2025-09-23,2003,5.0,0.05,CardToCard,Completed,2025.0,9.0,September
502134,105454,2024-02-10,2017,2.0,0.05,Wallet,Completed,2024.0,2.0,February
502135,108041,2024-07-07,2013,3.0,0.0,Gateway,Completed,2024.0,7.0,July
502136,103855,2025-07-04,2007,2.0,0.2,CardToCard,Completed,2025.0,7.0,July
502137,104522,2025-07-06,2015,3.0,0.0,Gateway,Completed,2025.0,7.0,July
502138,107115,2025-12-20,2001,4.0,0.1,CardToCard,Returned,2025.0,12.0,December
502139,104166,2024-05-17,2003,2.0,0.3,Wallet,Completed,2024.0,5.0,May
502140,103288,2026-06-07,2012,1.0,0.05,Wallet,Completed,2026.0,6.0,June
502141,101304,2025-03-22,2011,4.0,0.0,Wallet,Completed,2025.0,3.0,March
502142,100136,2026-03-21,2013,1.0,0.15,Gateway,Completed,2026.0,3.0,March
502143,108814,2025-04-02,2013,5.0,0.0,Gateway,Completed,2025.0,4.0,April
502144,104726,2024-06-10,2007,1.0,0.0,CardToCard,Completed,2024.0,6.0,June
502145,102854,2024-10-30,2004,2.0,0.2,CardToCard,Completed,2024.0,10.0,October
502146,105945,2024-07-10,2013,2.0,0.1,Gateway,Completed,2024.0,7.0,July
502147,109789,2024-08-16,2020,1.0,0.3,Gateway,Returned,2024.0,8.0,August
502148,106779,2026-02-11,2008,1.0,0.05,CardToCard,Completed,2026.0,2.0,February
502149,105229,2024-11-22,2001,2.0,0.05,Gateway,Completed,2024.0,11.0,November
502150,108330,2024-06-07,2014,4.0,0.0,Wallet,Cancelled,2024.0,6.0,June
502151,100256,2024-11-10,2008,3.0,0.0,Cash,Completed,2024.0,11.0,November
502152,109999,2025-06-17,2004,4.0,0.0,Gateway,Cancelled,2025.0,6.0,June
502153,107128,2024-06-22,2002,2.0,0.05,Gateway,Completed,2024.0,6.0,June
502154,107625,2024-02-14,2017,3.0,0.3,Cash,Cancelled,2024.0,2.0,February
502155,102357,2026-01-23,2018,1.0,0.0,Wallet,Completed,2026.0,1.0,January
502156,103055,2024-07-25,2014,2.0,0.0,Gateway,Completed,2024.0,7.0,July
502157,106252,2026-04-11,2006,2.0,0.0,CardToCard,Completed,2026.0,4.0,April
502158,109403,2024-02-10,2013,1.0,0.1,Cash,Cancelled,2024.0,2.0,February
502159,102494,2025-07-16,2007,1.0,0.1,Gateway,Completed,2025.0,7.0,July
502160,106782,2025-07-28,2003,1.0,0.0,CardToCard,Completed,2025.0,7.0,July
502161,103067,2024-05-14,2015,1.0,0.05,Gateway,Completed,2024.0,5.0,May
502162,108947,2025-07-28,2014,1.0,0.0,Cash,Completed,2025.0,7.0,July
502163,105815,2024-11-30,2017,3.0,0.0,Gateway,Returned,2024.0,11.0,November
502164,104157,2024-11-25,2017,4.0,0.15,Gateway,Completed,2024.0,11.0,November
502165,109944,2026-01-28,2014,2.0,0.0,Gateway,Completed,2026.0,1.0,January
502166,101420,2026-05-01,2013,2.0,0.1,Cash,Completed,2026.0,5.0,May
502167,104049,2024-05-26,2001,5.0,0.0,Gateway,Completed,2024.0,5.0,May
502168,106818,2025-08-14,2003,4.0,0.15,Wallet,Completed,2025.0,8.0,August
502169,104039,2024-05-13,2004,1.0,0.0,Gateway,Completed,2024.0,5.0,May
502170,101357,2024-01-31,2002,1.0,0.2,CardToCard,Completed,2024.0,1.0,January
502171,102945,2024-05-09,2004,1.0,0.2,CardToCard,Completed,2024.0,5.0,May
502172,108701,2025-07-02,2003,2.0,0.2,Gateway,Completed,2025.0,7.0,July
502173,101789,2025-09-19,2020,4.0,0.0,Gateway,Completed,2025.0,9.0,September
502174,106418,2025-03-14,2015,2.0,0.0,Gateway,Completed,2025.0,3.0,March
502175,101369,2026-04-30,2001,1.0,0.0,Cash,Completed,2026.0,4.0,April
502176,104427,2025-10-22,2001,1.0,0.1,CardToCard,Completed,2025.0,10.0,October
502177,104040,2024-05-19,2013,4.0,0.1,Cash,Completed,2024.0,5.0,May
502178,101286,2024-06-28,2004,1.0,0.1,CardToCard,Completed,2024.0,6.0,June
502179,107839,2025-05-30,2017,2.0,0.0,Gateway,Completed,2025.0,5.0,May
502180,102813,2024-10-14,2019,3.0,0.2,Gateway,Completed,2024.0,10.0,October
502181,105776,2024-01-01,2013,1.0,0.0,Gateway,Completed,2024.0,1.0,January
502182,102827,2024-01-21,2006,1.0,0.3,Gateway,Completed,2024.0,1.0,January
502183,104143,2024-12-18,2016,1.0,0.05,Gateway,Completed,2024.0,12.0,December
502184,100462,2025-03-28,2005,1.0,0.05,CardToCard,Completed,2025.0,3.0,March
502185,102458,2025-07-18,2010,2.0,0.1,Gateway,Completed,2025.0,7.0,July
502186,101462,2025-10-21,2001,1.0,0.0,Gateway,Completed,2025.0,10.0,October
502187,106549,2026-05-22,2009,1.0,0.1,Wallet,Completed,2026.0,5.0,May
502188,106086,2025-12-25,2005,2.0,0.0,Wallet,Completed,2025.0,12.0,December
502189,102318,2024-11-03,2014,2.0,0.3,CardToCard,Completed,2024.0,11.0,November
502190,100382,2025-04-06,2012,5.0,0.05,Wallet,Completed,2025.0,4.0,April
502191,103392,2024-07-05,2008,2.0,0.0,Gateway,Completed,2024.0,7.0,July
502192,104740,2026-05-22,2013,2.0,0.1,Cash,Completed,2026.0,5.0,May
502193,100631,2025-04-07,2006,1.0,0.0,CardToCard,Completed,2025.0,4.0,April
502194,105956,2024-08-03,2002,1.0,0.2,Gateway,Completed,2024.0,8.0,August
502195,104547,2025-09-17,2007,3.0,0.0,CardToCard,Completed,2025.0,9.0,September
502196,102466,2025-02-25,2011,2.0,0.05,Gateway,Completed,2025.0,2.0,February
502197,104070,2026-06-26,2003,1.0,0.0,Wallet,Completed,2026.0,6.0,June
502198,109952,2024-03-05,2009,2.0,0.15,CardToCard,Cancelled,2024.0,3.0,March
502199,109623,2024-10-16,2014,3.0,0.05,Gateway,Completed,2024.0,10.0,October
502200,104577,2026-04-18,2018,4.0,0.0,Gateway,Completed,2026.0,4.0,April
502201,108971,2025-02-02,2006,1.0,0.0,Gateway,Completed,2025.0,2.0,February
502202,107540,2024-09-26,2010,4.0,0.0,Gateway,Completed,2024.0,9.0,September
502203,102838,2025-06-06,2006,4.0,0.0,Gateway,Completed,2025.0,6.0,June
502204,102225,2025-07-28,2012,1.0,0.1,Gateway,Completed,2025.0,7.0,July
502205,100827,2024-03-21,2002,3.0,0.1,Gateway,Completed,2024.0,3.0,March
502206,100342,2024-08-12,2001,1.0,0.1,CardToCard,Completed,2024.0,8.0,August
502207,104340,2024-09-23,2011,3.0,0.0,Gateway,Completed,2024.0,9.0,September
502208,100732,2024-07-31,2007,3.0,0.1,CardToCard,Completed,2024.0,7.0,July
502209,107021,2024-11-26,2008,5.0,0.0,Gateway,Completed,2024.0,11.0,November
502210,102925,2024-10-16,2008,2.0,0.1,Cash,Completed,2024.0,10.0,October
502211,102296,2025-09-23,2008,1.0,0.0,Gateway,Completed,2025.0,9.0,September
502212,103041,2025-06-01,2003,1.0,0.3,Gateway,Completed,2025.0,6.0,June
502213,105079,2025-01-05,2018,2.0,0.3,Gateway,Completed,2025.0,1.0,January
502214,101918,2024-06-21,2003,2.0,0.3,CardToCard,Completed,2024.0,6.0,June
502215,103130,2024-12-29,2007,2.0,0.1,CardToCard,Completed,2024.0,12.0,December
502216,103348,2024-06-05,2008,3.0,0.05,Gateway,Completed,2024.0,6.0,June
502217,109623,2026-05-01,2013,3.0,0.1,Wallet,Completed,2026.0,5.0,May
502218,101217,2024-05-30,2002,2.0,0.1,Gateway,Completed,2024.0,5.0,May
502219,101481,2026-01-11,2004,2.0,0.0,Wallet,Completed,2026.0,1.0,January
502220,108864,2025-06-15,2017,3.0,0.0,CardToCard,Completed,2025.0,6.0,June
502221,107241,2025-12-01,2013,2.0,0.05,Gateway,Completed,2025.0,12.0,December
502222,103044,2026-02-09,2001,1.0,0.05,CardToCard,Cancelled,2026.0,2.0,February
502223,100830,2025-11-25,2013,2.0,0.1,Gateway,Completed,2025.0,11.0,November
502224,107313,2025-05-24,2007,3.0,0.0,Wallet,Completed,2025.0,5.0,May
502225,106270,2024-08-18,2015,5.0,0.2,Gateway,Completed,2024.0,8.0,August
502226,109143,2025-07-24,2002,3.0,0.0,Gateway,Cancelled,2025.0,7.0,July
502227,100533,2024-01-05,2007,2.0,0.0,CardToCard,Completed,2024.0,1.0,January
502228,109360,2024-11-22,2008,1.0,0.15,Gateway,Completed,2024.0,11.0,November
502229,105482,2026-01-11,2017,2.0,0.05,Gateway,Completed,2026.0,1.0,January
502230,105661,2025-05-16,2018,3.0,0.05,Gateway,Completed,2025.0,5.0,May
502231,107777,2024-08-13,2008,3.0,0.1,Wallet,Completed,2024.0,8.0,August
502232,103264,2026-02-14,2010,3.0,0.1,Wallet,Completed,2026.0,2.0,February
502233,105499,2024-01-14,2008,2.0,0.05,CardToCard,Completed,2024.0,1.0,January
502234,109063,2026-02-02,2004,4.0,0.0,Gateway,Returned,2026.0,2.0,February
502235,105540,2025-10-18,2007,5.0,0.05,Gateway,Completed,2025.0,10.0,October
502236,109724,2024-05-06,2016,1.0,0.05,Wallet,Completed,2024.0,5.0,May
502237,100688,2024-02-24,2017,1.0,0.05,Wallet,Completed,2024.0,2.0,February
502238,107527,2026-04-30,2015,1.0,0.1,Gateway,Completed,2026.0,4.0,April
502239,109657,2024-02-28,2001,1.0,0.0,Gateway,Completed,2024.0,2.0,February
502240,105786,2026-05-28,2007,1.0,0.05,CardToCard,Completed,2026.0,5.0,May
502241,100063,2024-12-29,2013,2.0,0.05,Cash,Completed,2024.0,12.0,December
502242,101663,2024-11-01,2020,4.0,0.1,CardToCard,Completed,2024.0,11.0,November
502243,102798,2025-07-15,2001,2.0,0.05,CardToCard,Completed,2025.0,7.0,July
502244,106269,2025-03-04,2001,1.0,0.1,CardToCard,Completed,2025.0,3.0,March
502245,108149,2024-12-03,2003,4.0,0.15,Cash,Completed,2024.0,12.0,December
502246,102352,2025-07-07,2018,1.0,0.05,Gateway,Completed,2025.0,7.0,July
502247,101418,2024-10-29,2008,3.0,0.0,Gateway,Cancelled,2024.0,10.0,October
502248,101784,2024-01-30,2006,2.0,0.0,,Completed,2024.0,1.0,January
502249,102448,2025-12-13,2008,4.0,0.15,CardToCard,Completed,2025.0,12.0,December
502250,104006,2025-03-20,2003,2.0,0.15,Gateway,Completed,2025.0,3.0,March
502251,107675,2025-08-16,2017,3.0,0.2,CardToCard,Completed,2025.0,8.0,August
502252,103998,2025-05-11,2008,4.0,0.0,Wallet,Completed,2025.0,5.0,May
502253,107957,2025-06-14,2008,1.0,0.0,Wallet,Completed,2025.0,6.0,June
502254,105080,2024-07-08,2015,1.0,0.05,CardToCard,Completed,2024.0,7.0,July
502255,106936,2026-04-09,2003,1.0,0.0,Gateway,Completed,2026.0,4.0,April
502256,103850,2025-01-21,2005,1.0,0.0,Gateway,Cancelled,2025.0,1.0,January
502257,108285,2026-03-21,2005,2.0,0.0,Gateway,Completed,2026.0,3.0,March
502258,100381,2025-11-28,2005,3.0,0.1,Gateway,Completed,2025.0,11.0,November
502259,103799,2025-09-14,2006,2.0,0.15,Wallet,Completed,2025.0,9.0,September
502260,104817,2025-02-01,2014,2.0,0.0,Gateway,Completed,2025.0,2.0,February
502261,108073,2024-01-20,2017,1.0,0.0,Cash,Completed,2024.0,1.0,January
502262,103009,2024-09-29,2002,4.0,0.15,Gateway,Completed,2024.0,9.0,September
502263,102075,2025-07-28,2001,3.0,0.1,Cash,Completed,2025.0,7.0,July
502264,105910,2024-10-12,2004,1.0,0.1,Cash,Completed,2024.0,10.0,October
502265,105286,2024-03-26,2017,1.0,0.0,CardToCard,Completed,2024.0,3.0,March
502266,104192,2025-03-23,2004,2.0,0.15,Gateway,Completed,2025.0,3.0,March
502267,105618,2024-05-13,2015,2.0,0.05,Cash,Completed,2024.0,5.0,May
502268,104047,2024-09-21,2002,2.0,0.05,Wallet,Completed,2024.0,9.0,September
502269,101340,2025-03-09,2003,3.0,0.05,CardToCard,Completed,2025.0,3.0,March
502270,108559,2024-04-10,2008,1.0,0.0,Gateway,Completed,2024.0,4.0,April
502271,101653,2024-04-07,2013,2.0,0.15,,Completed,2024.0,4.0,April
502272,107412,2024-06-30,2008,4.0,0.15,Gateway,Completed,2024.0,6.0,June
502273,101979,2025-05-26,2004,2.0,0.05,CardToCard,Completed,2025.0,5.0,May
502274,107918,2026-04-07,2003,1.0,0.1,CardToCard,Completed,2026.0,4.0,April
502275,102136,2024-07-25,2006,1.0,0.0,CardToCard,Completed,2024.0,7.0,July
502276,106344,2025-09-13,2013,4.0,0.0,CardToCard,Completed,2025.0,9.0,September
502277,109682,2024-06-12,2001,1.0,0.05,Gateway,Completed,2024.0,6.0,June
502278,108801,2025-07-03,2020,3.0,0.1,Gateway,Completed,2025.0,7.0,July
502279,102176,2024-04-28,2003,1.0,0.05,CardToCard,Completed,2024.0,4.0,April
502280,106316,2025-12-31,2013,3.0,0.05,Cash,Completed,2025.0,12.0,December
502281,103195,2025-10-03,2013,2.0,0.2,Wallet,Completed,2025.0,10.0,October
502282,100289,2025-08-11,2012,1.0,0.2,Gateway,Completed,2025.0,8.0,August
502283,109660,2024-01-13,2008,2.0,0.1,Wallet,Completed,2024.0,1.0,January
502284,105026,2025-12-23,2007,3.0,0.1,Gateway,Completed,2025.0,12.0,December
502285,104374,2024-05-10,2001,1.0,0.1,Gateway,Completed,2024.0,5.0,May
502286,105746,2025-04-05,2008,2.0,0.0,Wallet,Completed,2025.0,4.0,April
502287,101694,2025-11-02,2005,2.0,0.0,Gateway,Completed,2025.0,11.0,November
502288,108913,2025-06-29,2008,1.0,0.0,CardToCard,Completed,2025.0,6.0,June
502289,104268,2025-12-08,2013,3.0,0.0,Gateway,Completed,2025.0,12.0,December
502290,105158,2025-09-04,2007,2.0,0.0,Wallet,Completed,2025.0,9.0,September
502291,109414,2025-10-15,2010,3.0,0.1,CardToCard,Completed,2025.0,10.0,October
502292,102364,2024-09-15,2019,1.0,0.1,Gateway,Returned,2024.0,9.0,September
502293,108820,2024-11-23,2003,2.0,0.0,Gateway,Completed,2024.0,11.0,November
502294,104505,2025-03-09,2017,1.0,0.0,Gateway,Completed,2025.0,3.0,March
502295,101054,2025-05-21,2005,1.0,0.0,CardToCard,Completed,2025.0,5.0,May
502296,104228,2025-08-20,2008,2.0,0.0,Gateway,Returned,2025.0,8.0,August
502297,104651,2025-04-25,2003,1.0,0.0,Wallet,Completed,2025.0,4.0,April
502298,105569,2025-09-05,2004,2.0,0.1,CardToCard,Returned,2025.0,9.0,September
502299,105622,2024-05-10,2003,4.0,0.05,Wallet,Cancelled,2024.0,5.0,May
502300,102648,2024-12-07,2007,2.0,0.05,Cash,Completed,2024.0,12.0,December
502301,108973,2026-03-12,2003,2.0,0.2,Gateway,Completed,2026.0,3.0,March
502302,103300,2024-07-06,2008,3.0,0.05,CardToCard,Completed,2024.0,7.0,July
502303,106704,2024-05-04,2017,1.0,0.1,Wallet,Completed,2024.0,5.0,May
502304,109609,2025-10-05,2017,2.0,0.05,Gateway,Completed,2025.0,10.0,October
502305,101380,2024-06-16,2017,4.0,0.15,CardToCard,Completed,2024.0,6.0,June
502306,104884,2025-01-30,2008,2.0,0.15,Wallet,Completed,2025.0,1.0,January
502307,101048,2025-09-07,2001,1.0,0.0,Gateway,Completed,2025.0,9.0,September
502308,108482,2025-02-22,2009,2.0,0.15,Wallet,Completed,2025.0,2.0,February
502309,108236,2026-02-25,2008,5.0,0.0,Gateway,Completed,2026.0,2.0,February
502310,109616,2026-01-28,2020,1.0,0.1,Gateway,Completed,2026.0,1.0,January
502311,109086,2025-03-10,2008,1.0,0.0,CardToCard,Completed,2025.0,3.0,March
502312,108100,2026-05-12,2013,4.0,0.1,Gateway,Completed,2026.0,5.0,May
502313,103477,2024-09-09,2020,1.0,0.05,Wallet,Completed,2024.0,9.0,September
502314,103955,2024-07-21,2013,1.0,0.15,Cash,Completed,2024.0,7.0,July
502315,100493,2025-08-02,2017,2.0,0.0,Gateway,Completed,2025.0,8.0,August
502316,101983,2025-05-09,2020,1.0,0.15,Wallet,Completed,2025.0,5.0,May
502317,104491,2024-08-04,2017,1.0,0.15,Cash,Completed,2024.0,8.0,August
502318,108043,2024-11-16,2013,3.0,0.0,CardToCard,Completed,2024.0,11.0,November
502319,108715,2024-07-20,2007,1.0,0.1,Gateway,Completed,2024.0,7.0,July
502320,106158,2024-07-23,2013,3.0,0.05,Gateway,Completed,2024.0,7.0,July
502321,101856,2024-11-13,2020,1.0,0.0,Wallet,Cancelled,2024.0,11.0,November
