OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,OrderYear,OrderMonth,OrderMonthName,ProductName,Category,UnitPrice,Sales,DiscountAmount,OrderValue,Age,City,SignupDate,CustomerSegment
509960,101043,2025-05-24,2009,1.0,0.05,CardToCard,Completed,2025.0,5.0,May,Smart Watch,Wearables,120.0,120.0,6.0,114.0,37.0,Karaj,2024-09-07,Regular
509961,109887,2025-06-04,2003,4.0,0.05,Wallet,Completed,2025.0,6.0,June,USB-C Cable,Accessories,9.0,36.0,1.8,34.2,48.0,Shiraz,2024-07-13,New
509962,105578,2025-12-10,2005,1.0,0.1,Wallet,Completed,2025.0,12.0,December,Laptop Stand,Accessories,28.0,28.0,2.8000000000000003,25.2,62.0,Isfahan,2025-07-01,Regular
509963,102309,2025-12-23,2015,1.0,0.3,Gateway,Completed,2025.0,12.0,December,Bluetooth Speaker,Electronics,58.0,58.0,17.4,40.6,32.0,Tehran,2024-10-13,VIP
509964,108265,2024-03-29,2008,1.0,0.1,Gateway,Completed,2024.0,3.0,March,Phone Case,Accessories,14.0,14.0,1.4000000000000001,12.6,20.0,Tehran,2025-07-09,New
509965,105394,2026-03-09,2019,1.0,0.05,Gateway,Completed,2026.0,3.0,March,Tablet,Electronics,260.0,260.0,13.0,247.0,57.0,Shiraz,2024-01-21,Regular
509966,104148,2025-12-17,2009,1.0,0.3,Wallet,Completed,2025.0,12.0,December,Smart Watch,Wearables,120.0,120.0,36.0,84.0,59.0,Isfahan,2023-11-02,Regular
509967,107916,2025-07-13,2010,2.0,0.1,Gateway,Completed,2025.0,7.0,July,Fitness Band,Wearables,55.0,110.0,11.0,99.0,63.0,Rasht,2023-01-13,Regular
509968,100502,2024-10-26,2003,4.0,0.3,Gateway,Completed,2024.0,10.0,October,USB-C Cable,Accessories,9.0,36.0,10.799999999999999,25.200000000000003,49.0,Isfahan,2025-04-05,New
509969,105283,2025-10-06,2017,3.0,0.3,Gateway,Completed,2025.0,10.0,October,HDMI Cable,Accessories,11.0,33.0,9.9,23.1,57.0,Isfahan,2023-11-05,New
509970,105819,2025-06-20,2014,2.0,0.05,Gateway,Completed,2025.0,6.0,June,Backpack,Accessories,42.0,84.0,4.2,79.8,36.0,Tehran,2024-09-26,New
509971,108367,2024-11-01,2003,2.0,0.1,Gateway,Completed,2024.0,11.0,November,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,34.0,Mashhad,2024-02-21,Regular
509972,109354,2024-01-12,2003,1.0,0.0,Gateway,Completed,2024.0,1.0,January,USB-C Cable,Accessories,9.0,9.0,0.0,9.0,23.0,Tehran,2024-11-02,Regular
509973,104665,2025-05-26,2010,2.0,0.05,Gateway,Completed,2025.0,5.0,May,Fitness Band,Wearables,55.0,110.0,5.5,104.5,33.0,Tehran,2024-08-19,Regular
509974,109399,2025-05-13,2014,3.0,0.05,CardToCard,Completed,2025.0,5.0,May,Backpack,Accessories,42.0,126.0,6.300000000000001,119.7,60.0,Tehran,2024-11-09,Regular
509975,104691,2024-05-13,2014,4.0,0.05,Cash,Completed,2024.0,5.0,May,Backpack,Accessories,42.0,168.0,8.4,159.6,18.0,Isfahan,2025-08-10,Regular
509976,103797,2026-03-03,2002,2.0,0.1,CardToCard,Completed,2026.0,3.0,March,Mechanical Keyboard,Electronics,62.0,124.0,12.4,111.6,50.0,Isfahan,2023-05-31,Regular
509977,105335,2024-05-17,2013,2.0,0.3,Gateway,Completed,2024.0,5.0,May,Notebook,Stationery,7.0,14.0,4.2,9.8,47.0,Tehran,2025-11-24,Regular
509978,104302,2024-09-05,2020,2.0,0.05,CardToCard,Completed,2024.0,9.0,September,Gaming Controller,Gaming,68.0,136.0,6.800000000000001,129.2,49.0,Mashhad,2025-08-14,New
509979,105150,2024-11-17,2012,1.0,0.1,Gateway,Completed,2024.0,11.0,November,Office Chair,Home Office,180.0,180.0,18.0,162.0,44.0,Tabriz,2024-10-06,New
509980,102892,2025-08-13,2010,2.0,0.1,Wallet,Completed,2025.0,8.0,August,Fitness Band,Wearables,55.0,110.0,11.0,99.0,45.0,Rasht,2024-12-05,New
509981,109497,2024-03-11,2013,1.0,0.0,Cash,Completed,2024.0,3.0,March,Notebook,Stationery,7.0,7.0,0.0,7.0,36.0,Kerman,2023-01-18,New
509982,109082,2025-08-29,2010,1.0,0.15,Gateway,Completed,2025.0,8.0,August,Fitness Band,Wearables,55.0,55.0,8.25,46.75,20.0,Tehran,2023-02-07,Regular
509983,107483,2024-12-24,2004,1.0,0.1,CardToCard,Completed,2024.0,12.0,December,Power Bank,Electronics,35.0,35.0,3.5,31.5,40.0,Tehran,2024-09-03,New
509984,102099,2024-06-07,2010,3.0,0.0,Gateway,Completed,2024.0,6.0,June,Fitness Band,Wearables,55.0,165.0,0.0,165.0,,Tehran,2024-10-23,VIP
509985,108507,2024-04-06,2013,1.0,0.15,Cash,Completed,2024.0,4.0,April,Notebook,Stationery,7.0,7.0,1.05,5.95,39.0,Tehran,2024-12-21,New
509986,105562,2024-12-22,2011,2.0,0.0,Gateway,Completed,2024.0,12.0,December,Desk Lamp,Home Office,32.0,64.0,0.0,64.0,23.0,Shiraz,2023-08-21,New
509987,106462,2025-01-20,2008,1.0,0.05,Wallet,Cancelled,2025.0,1.0,January,Phone Case,Accessories,14.0,14.0,0.7000000000000001,13.3,39.0,Isfahan,2023-03-28,Regular
509988,104905,2024-04-28,2013,4.0,0.15,Gateway,Completed,2024.0,4.0,April,Notebook,Stationery,7.0,28.0,4.2,23.8,27.0,Shiraz,2025-04-17,New
509989,106699,2025-02-21,2017,1.0,0.0,CardToCard,Completed,2025.0,2.0,February,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,33.0,Qom,2023-07-02,New
509990,100877,2025-03-10,2001,1.0,0.0,Gateway,Completed,2025.0,3.0,March,Wireless Mouse,Electronics,18.0,18.0,0.0,18.0,43.0,Tabriz,2024-06-29,Regular
509991,108963,2026-06-06,2017,1.0,0.1,Wallet,Completed,2026.0,6.0,June,HDMI Cable,Accessories,11.0,11.0,1.1,9.9,60.0,Ahvaz,2025-10-22,Regular
509992,105030,2025-09-08,2010,5.0,0.15,Gateway,Completed,2025.0,9.0,September,Fitness Band,Wearables,55.0,275.0,41.25,233.75,29.0,Tabriz,2024-10-29,New
509993,105356,2024-01-11,2008,1.0,0.15,CardToCard,Completed,2024.0,1.0,January,Phone Case,Accessories,14.0,14.0,2.1,11.9,57.0,Karaj,2024-10-03,VIP
509994,105638,2025-02-16,2013,1.0,0.1,Gateway,Completed,2025.0,2.0,February,Notebook,Stationery,7.0,7.0,0.7000000000000001,6.3,38.0,Rasht,2024-05-03,Regular
509995,109554,2024-01-19,2020,2.0,0.0,Gateway,Completed,2024.0,1.0,January,Gaming Controller,Gaming,68.0,136.0,0.0,136.0,38.0,Qom,2023-11-28,Regular
509996,102755,2025-03-17,2005,1.0,0.1,CardToCard,Cancelled,2025.0,3.0,March,Laptop Stand,Accessories,28.0,28.0,2.8000000000000003,25.2,65.0,Isfahan,2024-04-11,New
509997,103599,2024-10-19,2015,2.0,0.0,CardToCard,Completed,2024.0,10.0,October,Bluetooth Speaker,Electronics,58.0,116.0,0.0,116.0,31.0,Isfahan,2023-06-13,Regular
509998,101740,2026-02-28,2017,1.0,0.0,Wallet,Completed,2026.0,2.0,February,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,27.0,Mashhad,2025-09-29,VIP
509999,105657,2025-03-02,2004,1.0,0.0,Gateway,Completed,2025.0,3.0,March,Power Bank,Electronics,35.0,35.0,0.0,35.0,57.0,Karaj,2023-01-12,New
510000,104464,2026-01-04,2017,1.0,0.0,Gateway,Completed,2026.0,1.0,January,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,49.0,Tehran,2025-08-24,New
510001,102710,2025-05-19,2018,3.0,0.0,Cash,Completed,2025.0,5.0,May,Microphone,Electronics,85.0,255.0,0.0,255.0,59.0,Tabriz,2025-02-18,New
510002,109658,2024-12-08,2011,2.0,0.2,Wallet,Completed,2024.0,12.0,December,Desk Lamp,Home Office,32.0,64.0,12.8,51.2,55.0,Mashhad,2024-02-15,Regular
510003,103870,2024-07-17,2003,2.0,0.15,CardToCard,Completed,2024.0,7.0,July,USB-C Cable,Accessories,9.0,18.0,2.6999999999999997,15.3,52.0,Tabriz,2024-11-02,Regular
510004,109578,2024-06-07,2002,1.0,0.0,Gateway,Completed,2024.0,6.0,June,Mechanical Keyboard,Electronics,62.0,62.0,0.0,62.0,24.0,Tehran,2025-03-24,VIP
510005,108118,2025-11-17,2012,1.0,0.0,Gateway,Completed,2025.0,11.0,November,Office Chair,Home Office,180.0,180.0,0.0,180.0,36.0,Rasht,2024-01-06,Regular
510006,103902,2026-02-02,2003,2.0,0.0,Wallet,Completed,2026.0,2.0,February,USB-C Cable,Accessories,9.0,18.0,0.0,18.0,63.0,Rasht,2025-08-14,New
510007,105418,2024-10-06,2003,1.0,0.05,Gateway,Completed,2024.0,10.0,October,USB-C Cable,Accessories,9.0,9.0,0.45,8.55,26.0,Tehran,2025-07-10,Regular
510008,107958,2025-03-03,2009,1.0,0.0,Gateway,Cancelled,2025.0,3.0,March,Smart Watch,Wearables,120.0,120.0,0.0,120.0,41.0,Mashhad,2023-05-14,New
510009,102220,2024-09-05,2007,1.0,0.05,Wallet,Completed,2024.0,9.0,September,Headphones,Electronics,75.0,75.0,3.75,71.25,27.0,Tehran,2025-09-14,New
510010,107763,2025-01-28,2005,1.0,0.15,Gateway,Completed,2025.0,1.0,January,Laptop Stand,Accessories,28.0,28.0,4.2,23.8,43.0,Isfahan,2023-02-08,Regular
510011,108553,2026-01-21,2013,3.0,0.2,Gateway,Completed,2026.0,1.0,January,Notebook,Stationery,7.0,21.0,4.2,16.8,42.0,Tehran,2025-06-10,Regular
510012,109413,2024-04-29,2008,1.0,0.0,CardToCard,Completed,2024.0,4.0,April,Phone Case,Accessories,14.0,14.0,0.0,14.0,57.0,Tehran,2025-11-03,Regular
510013,107194,2024-09-08,2010,5.0,0.0,CardToCard,Completed,2024.0,9.0,September,Fitness Band,Wearables,55.0,275.0,0.0,275.0,59.0,Mashhad,2023-07-19,New
510014,106602,2025-08-23,2003,1.0,0.15,CardToCard,Completed,2025.0,8.0,August,USB-C Cable,Accessories,9.0,9.0,1.3499999999999999,7.65,63.0,Tehran,2025-03-12,Regular
510015,108458,2024-09-25,2017,1.0,0.0,Wallet,Completed,2024.0,9.0,September,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,44.0,Qom,2025-03-30,New
510016,102953,2024-03-11,2001,1.0,0.15,CardToCard,Completed,2024.0,3.0,March,Wireless Mouse,Electronics,18.0,18.0,2.6999999999999997,15.3,62.0,Ahvaz,2024-02-29,Regular
510017,105338,2024-11-19,2015,1.0,0.15,Gateway,Completed,2024.0,11.0,November,Bluetooth Speaker,Electronics,58.0,58.0,8.7,49.3,45.0,Rasht,2024-07-16,VIP
510018,109836,2025-08-07,2003,1.0,0.05,Gateway,Completed,2025.0,8.0,August,USB-C Cable,Accessories,9.0,9.0,0.45,8.55,50.0,Mashhad,2025-10-14,Regular
510019,101220,2026-06-10,2013,3.0,0.1,Gateway,Completed,2026.0,6.0,June,Notebook,Stationery,7.0,21.0,2.1,18.9,39.0,Isfahan,2024-09-09,Regular
510020,103436,2026-02-14,2001,1.0,0.2,CardToCard,Returned,2026.0,2.0,February,Wireless Mouse,Electronics,18.0,18.0,3.6,14.4,47.0,Qom,2023-10-29,New
510021,106996,2025-04-30,2001,1.0,0.2,Wallet,Completed,2025.0,4.0,April,Wireless Mouse,Electronics,18.0,18.0,3.6,14.4,54.0,Qom,2024-12-03,VIP
510022,101338,2025-11-02,2003,1.0,0.0,Gateway,Completed,2025.0,11.0,November,USB-C Cable,Accessories,9.0,9.0,0.0,9.0,32.0,Mashhad,2023-09-24,Regular
510023,108109,2025-05-08,2011,5.0,0.05,Gateway,Cancelled,2025.0,5.0,May,Desk Lamp,Home Office,32.0,160.0,8.0,152.0,49.0,Qom,2024-06-08,Regular
510024,104813,2025-03-02,2001,2.0,0.0,CardToCard,Completed,2025.0,3.0,March,Wireless Mouse,Electronics,18.0,36.0,0.0,36.0,43.0,Tabriz,2023-07-29,VIP
510025,106978,2024-05-27,2005,3.0,0.0,Cash,Completed,2024.0,5.0,May,Laptop Stand,Accessories,28.0,84.0,0.0,84.0,28.0,Isfahan,2024-09-08,Regular
510026,109623,2024-09-09,2018,1.0,0.15,Wallet,Completed,2024.0,9.0,September,Microphone,Electronics,85.0,85.0,12.75,72.25,27.0,Kerman,2025-01-22,Regular
510027,109406,2025-01-25,2011,3.0,0.0,Cash,Completed,2025.0,1.0,January,Desk Lamp,Home Office,32.0,96.0,0.0,96.0,34.0,Ahvaz,2024-11-28,Regular
510028,106462,2026-06-12,2007,2.0,0.1,Gateway,Completed,2026.0,6.0,June,Headphones,Electronics,75.0,150.0,15.0,135.0,39.0,Isfahan,2023-03-28,Regular
510029,102869,2025-06-09,2001,1.0,0.2,CardToCard,Completed,2025.0,6.0,June,Wireless Mouse,Electronics,18.0,18.0,3.6,14.4,59.0,Shiraz,2024-04-05,Regular
510030,106144,2026-04-21,2001,2.0,0.05,Wallet,Completed,2026.0,4.0,April,Wireless Mouse,Electronics,18.0,36.0,1.8,34.2,64.0,Tehran,2025-11-15,Regular
510031,107113,2024-08-11,2011,2.0,0.0,Cash,Completed,2024.0,8.0,August,Desk Lamp,Home Office,32.0,64.0,0.0,64.0,63.0,Karaj,2024-10-20,New
510032,103313,2024-02-29,2020,1.0,0.0,Gateway,Completed,2024.0,2.0,February,Gaming Controller,Gaming,68.0,68.0,0.0,68.0,62.0,Tehran,2023-02-14,New
510033,107126,2026-06-03,2003,1.0,0.15,Gateway,Completed,2026.0,6.0,June,USB-C Cable,Accessories,9.0,9.0,1.3499999999999999,7.65,61.0,Qom,2023-12-05,Regular
510034,107333,2024-10-11,2004,1.0,0.05,CardToCard,Completed,2024.0,10.0,October,Power Bank,Electronics,35.0,35.0,1.75,33.25,34.0,Karaj,2025-08-09,Regular
510035,105062,2025-04-07,2020,2.0,0.1,Gateway,Completed,2025.0,4.0,April,Gaming Controller,Gaming,68.0,136.0,13.600000000000001,122.4,47.0,Isfahan,2025-01-10,VIP
510036,101806,2024-03-02,2019,2.0,0.0,Wallet,Completed,2024.0,3.0,March,Tablet,Electronics,260.0,520.0,0.0,520.0,20.0,Karaj,2025-07-09,Regular
510037,106680,2026-01-13,2010,1.0,0.0,Cash,Cancelled,2026.0,1.0,January,Fitness Band,Wearables,55.0,55.0,0.0,55.0,42.0,Mashhad,2024-06-17,Regular
510038,100967,2024-01-01,2011,2.0,0.05,Gateway,Completed,2024.0,1.0,January,Desk Lamp,Home Office,32.0,64.0,3.2,60.8,46.0,Karaj,2025-11-27,Regular
510039,102636,2026-03-03,2012,1.0,0.2,CardToCard,Completed,2026.0,3.0,March,Office Chair,Home Office,180.0,180.0,36.0,144.0,19.0,Tehran,2024-10-11,New
510040,108737,2024-05-23,2003,3.0,0.15,Gateway,Completed,2024.0,5.0,May,USB-C Cable,Accessories,9.0,27.0,4.05,22.95,39.0,Shiraz,2025-06-23,Regular
510041,100167,2024-06-07,2006,1.0,0.05,CardToCard,Completed,2024.0,6.0,June,Webcam,Electronics,48.0,48.0,2.4000000000000004,45.6,33.0,Mashhad,2024-02-25,New
510042,105188,2025-12-14,2001,2.0,0.05,Gateway,Completed,2025.0,12.0,December,Wireless Mouse,Electronics,18.0,36.0,1.8,34.2,23.0,Mashhad,2024-09-01,Regular
510043,103884,2024-11-29,2005,5.0,0.1,Cash,Completed,2024.0,11.0,November,Laptop Stand,Accessories,28.0,140.0,14.0,126.0,39.0,Tehran,2024-10-08,Regular
510044,108862,2024-08-09,2008,1.0,0.0,Gateway,Completed,2024.0,8.0,August,Phone Case,Accessories,14.0,14.0,0.0,14.0,32.0,Ahvaz,2024-01-06,Regular
510045,102264,2025-05-30,2001,2.0,0.15,Wallet,Completed,2025.0,5.0,May,Wireless Mouse,Electronics,18.0,36.0,5.3999999999999995,30.6,42.0,Tehran,2025-08-04,Regular
510046,100355,2024-08-07,2006,2.0,0.0,Cash,Cancelled,2024.0,8.0,August,Webcam,Electronics,48.0,96.0,0.0,96.0,64.0,Rasht,2024-07-02,New
510047,104759,2024-09-04,2004,4.0,0.05,Wallet,Completed,2024.0,9.0,September,Power Bank,Electronics,35.0,140.0,7.0,133.0,39.0,Tehran,2023-01-17,New
510048,107043,2024-02-09,2017,2.0,0.1,Gateway,Completed,2024.0,2.0,February,HDMI Cable,Accessories,11.0,22.0,2.2,19.8,47.0,Rasht,2025-01-15,Regular
510049,100205,2025-04-11,2002,1.0,0.05,Wallet,Completed,2025.0,4.0,April,Mechanical Keyboard,Electronics,62.0,62.0,3.1,58.9,39.0,Tehran,2024-06-24,Regular
510050,101266,2024-04-21,2005,3.0,0.05,Wallet,Completed,2024.0,4.0,April,Laptop Stand,Accessories,28.0,84.0,4.2,79.8,19.0,Ahvaz,2023-05-27,Regular
510051,103472,2025-12-24,2017,1.0,0.1,Gateway,Completed,2025.0,12.0,December,HDMI Cable,Accessories,11.0,11.0,1.1,9.9,53.0,Qom,2025-10-30,New
510052,101485,2025-10-10,2009,1.0,0.15,Cash,Completed,2025.0,10.0,October,Smart Watch,Wearables,120.0,120.0,18.0,102.0,37.0,Kerman,2024-12-24,Regular
510053,104357,2024-09-03,2005,1.0,0.05,Gateway,Completed,2024.0,9.0,September,Laptop Stand,Accessories,28.0,28.0,1.4000000000000001,26.6,64.0,Kerman,2025-10-08,VIP
510054,102079,2025-04-06,2013,3.0,0.05,Gateway,Completed,2025.0,4.0,April,Notebook,Stationery,7.0,21.0,1.05,19.95,30.0,Tehran,2023-01-27,VIP
510055,108553,2025-05-13,2008,1.0,0.05,CardToCard,Cancelled,2025.0,5.0,May,Phone Case,Accessories,14.0,14.0,0.7000000000000001,13.3,42.0,Tehran,2025-06-10,Regular
510056,100401,2025-07-29,2001,1.0,0.0,CardToCard,Completed,2025.0,7.0,July,Wireless Mouse,Electronics,18.0,18.0,0.0,18.0,65.0,Karaj,2023-10-30,New
510057,100275,2024-12-28,2010,1.0,0.2,Gateway,Cancelled,2024.0,12.0,December,Fitness Band,Wearables,55.0,55.0,11.0,44.0,38.0,Mashhad,2025-01-31,Regular
510058,109880,2025-07-17,2001,1.0,0.2,CardToCard,Completed,2025.0,7.0,July,Wireless Mouse,Electronics,18.0,18.0,3.6,14.4,27.0,Karaj,2024-02-26,New
510059,109234,2024-05-26,2003,2.0,0.3,Cash,Completed,2024.0,5.0,May,USB-C Cable,Accessories,9.0,18.0,5.3999999999999995,12.600000000000001,24.0,Tehran,2025-08-24,New
510060,106506,2025-02-10,2013,1.0,0.0,Wallet,Completed,2025.0,2.0,February,Notebook,Stationery,7.0,7.0,0.0,7.0,31.0,Mashhad,2024-08-19,Regular
510061,100726,2024-03-22,2013,1.0,0.1,Wallet,Returned,2024.0,3.0,March,Notebook,Stationery,7.0,7.0,0.7000000000000001,6.3,23.0,Ahvaz,2025-01-02,Regular
510062,109039,2026-04-17,2007,2.0,0.05,Gateway,Completed,2026.0,4.0,April,Headphones,Electronics,75.0,150.0,7.5,142.5,65.0,Ahvaz,2025-01-01,New
510063,101735,2024-12-13,2004,3.0,0.0,Wallet,Cancelled,2024.0,12.0,December,Power Bank,Electronics,35.0,105.0,0.0,105.0,59.0,Tehran,2024-07-16,Regular
510064,101454,2025-06-17,2001,1.0,0.0,Wallet,Completed,2025.0,6.0,June,Wireless Mouse,Electronics,18.0,18.0,0.0,18.0,29.0,Tehran,2023-12-20,Regular
510065,100389,2025-02-27,2014,2.0,0.1,Gateway,Completed,2025.0,2.0,February,Backpack,Accessories,42.0,84.0,8.4,75.6,60.0,Isfahan,2024-07-28,Regular
510066,107956,2024-01-24,2013,2.0,0.1,Gateway,Completed,2024.0,1.0,January,Notebook,Stationery,7.0,14.0,1.4000000000000001,12.6,24.0,Mashhad,2025-08-07,Regular
510067,105217,2024-02-24,2014,1.0,0.0,CardToCard,Completed,2024.0,2.0,February,Backpack,Accessories,42.0,42.0,0.0,42.0,55.0,Karaj,2023-05-21,Regular
510068,100919,2024-08-16,2003,3.0,0.05,CardToCard,Completed,2024.0,8.0,August,USB-C Cable,Accessories,9.0,27.0,1.35,25.65,30.0,Ahvaz,2025-08-17,New
510069,105298,2025-08-06,2001,2.0,0.1,Gateway,Completed,2025.0,8.0,August,Wireless Mouse,Electronics,18.0,36.0,3.6,32.4,49.0,Isfahan,2024-04-18,New
510070,101356,2025-07-08,2004,1.0,0.1,Wallet,Completed,2025.0,7.0,July,Power Bank,Electronics,35.0,35.0,3.5,31.5,41.0,Isfahan,2023-01-17,New
510071,107215,2024-06-11,2015,1.0,0.05,Gateway,Completed,2024.0,6.0,June,Bluetooth Speaker,Electronics,58.0,58.0,2.9000000000000004,55.1,29.0,Isfahan,2024-08-09,Regular
510072,108745,2025-02-26,2003,1.0,0.1,Gateway,Completed,2025.0,2.0,February,USB-C Cable,Accessories,9.0,9.0,0.9,8.1,37.0,Shiraz,2024-05-06,Regular
510073,109308,2024-11-13,2012,1.0,0.0,Gateway,Completed,2024.0,11.0,November,Office Chair,Home Office,180.0,180.0,0.0,180.0,23.0,Kerman,2025-09-21,New
510074,101780,2025-05-06,2013,2.0,0.2,CardToCard,Completed,2025.0,5.0,May,Notebook,Stationery,7.0,14.0,2.8000000000000003,11.2,50.0,Karaj,2023-04-21,Regular
510075,104827,2024-10-16,2014,2.0,0.2,Wallet,Completed,2024.0,10.0,October,Backpack,Accessories,42.0,84.0,16.8,67.2,27.0,Rasht,2024-11-10,New
510076,108045,2026-02-19,2001,1.0,0.1,Gateway,Completed,2026.0,2.0,February,Wireless Mouse,Electronics,18.0,18.0,1.8,16.2,37.0,Kerman,2024-02-10,New
510077,108996,2025-02-12,2013,1.0,0.1,Gateway,Completed,2025.0,2.0,February,Notebook,Stationery,7.0,7.0,0.7000000000000001,6.3,41.0,Tehran,2025-07-04,Regular
510078,109128,2025-01-03,2018,1.0,0.15,Gateway,Completed,2025.0,1.0,January,Microphone,Electronics,85.0,85.0,12.75,72.25,57.0,Shiraz,2024-05-28,Regular
510079,101325,2025-08-30,2008,2.0,0.05,,Completed,2025.0,8.0,August,Phone Case,Accessories,14.0,28.0,1.4000000000000001,26.6,59.0,Shiraz,2024-01-09,Regular
510080,100378,2025-11-05,2014,1.0,0.0,Wallet,Completed,2025.0,11.0,November,Backpack,Accessories,42.0,42.0,0.0,42.0,53.0,Karaj,2023-08-31,Regular
510081,103869,2025-01-12,2007,4.0,0.05,Gateway,Completed,2025.0,1.0,January,Headphones,Electronics,75.0,300.0,15.0,285.0,28.0,Mashhad,2023-02-07,New
510082,109365,2024-04-04,2003,2.0,0.1,Gateway,Completed,2024.0,4.0,April,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,34.0,Tehran,2024-06-03,Regular
510083,100602,2024-03-14,2006,1.0,0.2,Gateway,Completed,2024.0,3.0,March,Webcam,Electronics,48.0,48.0,9.600000000000001,38.4,55.0,Tehran,2023-05-15,VIP
510084,105500,2024-10-09,2013,4.0,0.1,CardToCard,Completed,2024.0,10.0,October,Notebook,Stationery,7.0,28.0,2.8000000000000003,25.2,19.0,Karaj,2024-03-16,Regular
510085,103013,2025-09-25,2002,1.0,0.0,Gateway,Returned,2025.0,9.0,September,Mechanical Keyboard,Electronics,62.0,62.0,0.0,62.0,20.0,Tabriz,2025-11-19,Regular
510086,106154,2025-07-18,2008,3.0,0.2,Gateway,Completed,2025.0,7.0,July,Phone Case,Accessories,14.0,42.0,8.4,33.6,34.0,Karaj,2024-04-26,Regular
510087,106702,2024-09-05,2001,2.0,0.0,Cash,Completed,2024.0,9.0,September,Wireless Mouse,Electronics,18.0,36.0,0.0,36.0,19.0,Qom,2024-03-20,New
510088,108388,2024-01-05,2017,1.0,0.05,Gateway,Completed,2024.0,1.0,January,HDMI Cable,Accessories,11.0,11.0,0.55,10.45,58.0,Ahvaz,2025-07-02,Regular
510089,107794,2025-07-09,2017,3.0,0.0,Gateway,Completed,2025.0,7.0,July,HDMI Cable,Accessories,11.0,33.0,0.0,33.0,32.0,Tehran,2025-03-18,Regular
510090,106716,2025-05-02,2008,3.0,0.0,CardToCard,Completed,2025.0,5.0,May,Phone Case,Accessories,14.0,42.0,0.0,42.0,41.0,Ahvaz,2023-09-21,New
510091,104456,2025-10-29,2007,3.0,0.0,Gateway,Completed,2025.0,10.0,October,Headphones,Electronics,75.0,225.0,0.0,225.0,21.0,Tehran,2024-08-20,Regular
510092,109639,2025-08-15,2015,1.0,0.05,Gateway,Completed,2025.0,8.0,August,Bluetooth Speaker,Electronics,58.0,58.0,2.9000000000000004,55.1,61.0,Mashhad,2025-08-04,New
510093,102732,2024-08-01,2017,2.0,0.15,CardToCard,Completed,2024.0,8.0,August,HDMI Cable,Accessories,11.0,22.0,3.3,18.7,43.0,Isfahan,2023-02-10,Regular
510094,109185,2025-09-25,2013,3.0,0.0,Gateway,Completed,2025.0,9.0,September,Notebook,Stationery,7.0,21.0,0.0,21.0,64.0,Rasht,2025-10-27,Regular
510095,100869,2025-02-24,2017,2.0,0.2,Gateway,Cancelled,2025.0,2.0,February,HDMI Cable,Accessories,11.0,22.0,4.4,17.6,39.0,Tehran,2024-10-22,New
510096,102513,2025-05-11,2009,3.0,0.2,CardToCard,Completed,2025.0,5.0,May,Smart Watch,Wearables,120.0,360.0,72.0,288.0,64.0,Tehran,2025-01-21,Regular
510097,100754,2024-11-04,2003,2.0,0.1,Wallet,Completed,2024.0,11.0,November,USB-C Cable,Accessories,9.0,18.0,1.8,16.2,62.0,Karaj,2025-11-09,Regular
510098,107401,2025-11-14,2020,2.0,0.0,CardToCard,Completed,2025.0,11.0,November,Gaming Controller,Gaming,68.0,136.0,0.0,136.0,53.0,Tabriz,2024-01-03,Regular
510099,106618,2024-06-18,2017,2.0,0.05,CardToCard,Returned,2024.0,6.0,June,HDMI Cable,Accessories,11.0,22.0,1.1,20.9,46.0,Tehran,2024-03-30,VIP
510100,103862,2024-06-25,2015,2.0,0.2,CardToCard,Completed,2024.0,6.0,June,Bluetooth Speaker,Electronics,58.0,116.0,23.200000000000003,92.8,48.0,Mashhad,2025-09-07,Regular
510101,104054,2024-07-24,2017,1.0,0.0,Cash,Completed,2024.0,7.0,July,HDMI Cable,Accessories,11.0,11.0,0.0,11.0,56.0,Qom,2025-09-26,New
510102,101167,2025-11-13,2001,1.0,0.05,CardToCard,Completed,2025.0,11.0,November,Wireless Mouse,Electronics,18.0,18.0,0.9,17.1,19.0,Tabriz,2023-07-20,New
510103,106518,2025-09-21,2020,-2.0,0.05,Gateway,Completed,2025.0,9.0,September,Gaming Controller,Gaming,68.0,-136.0,-6.800000000000001,-129.2,45.0,Isfahan,2023-12-03,New
510104,103033,2024-08-21,2008,1.0,0.0,Gateway,Completed,2024.0,8.0,August,Phone Case,Accessories,14.0,14.0,0.0,14.0,45.0,Shiraz,2024-08-09,New
510105,106326,2024-05-04,2001,2.0,0.0,Wallet,Completed,2024.0,5.0,May,Wireless Mouse,Electronics,18.0,36.0,0.0,36.0,24.0,Mashhad,2025-12-18,Regular
510106,100505,2024-01-25,2013,5.0,0.0,CardToCard,Completed,2024.0,1.0,January,Notebook,Stationery,7.0,35.0,0.0,35.0,31.0,Ahvaz,2025-09-01,Regular
510107,100384,2025-08-13,2002,3.0,0.1,Gateway,Completed,2025.0,8.0,August,Mechanical Keyboard,Electronics,62.0,186.0,18.6,167.4,29.0,Tehran,2023-12-26,Regular
